sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
10,0.9852188805623027,0.9859083774568207,0.0018936723364404934,0.9844882810961217,0.002093506244462601,0.0003063167164460723,0.02029304215932587,0.4944554973710104,0.9831300091190338,0.17494135531703622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.2153867518400222
11,0.008436150362773696,0.018988215955324062,0.0009252596754633735,0.07802294951223662,0.001109690692131435,0.00020340340787642578,0.0024864203003874034,0.003773093957681373,0.02586037688254989,0.9961637908690825,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2487154561866407
12,0.013084193319415245,0.03785082962466291,0.0010951762487065458,0.7838651542268888,0.0013012192675711544,0.0002315517259816516,0.003209306892866177,0.005016688816402271,0.05505618674573853,0.9948767169933438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.2389945840855436
13,0.996914362482755,0.9946566829379193,0.9994189627175607,0.9894970681251821,0.9992827593745442,0.9998548131153242,0.9987518068996748,0.9982213629044369,0.9930860432163522,0.0017923606649357282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.107068462713512
14,0.005601178657060874,0.010867136378735735,0.0007908533687628649,0.027038092779055927,0.0009594186390779465,0.00018265592340767472,0.0019310688641569792,0.0028461944161727168,0.014348857423031509,0.9971183353934054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2605193723094015
15,0.9757794437878767,0.30265469825701946,0.9989172047421305,0.04089039377299108,0.9987310997344123,0.9997834696557065,0.9963294084668813,0.9939141291468464,0.16460123180384553,0.006272736612938536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.1494236911540064
16,0.990192342111367,0.975334433955997,0.9990615162090885,0.7807914064668857,0.9988800798008671,0.9997980017149364,0.9973604382225872,0.9959329642355987,0.9654761489089893,0.0041443821915859045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.1403416192195528
17,0.016022949286078135,0.0537410137302401,0.0012026122841521597,0.8785149665032899,0.0014244076464516875,0.00025106597414739824,0.003633759683890809,0.005744728939525413,0.08201905172618958,0.9941230047823264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.2358700180530482
18,0.9883441639361524,0.9875413165170919,0.0024574984002798234,0.9853657723947672,0.0026452235665045476,0.00036430937211705944,0.7210628950037772,0.971719336124919,0.9849225816493354,0.025313128005290775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.2028884877100402
19,0.0010486750169858175,0.0016170342989810687,0.0003185056595214518,0.0026680234536804433,0.0004107649829160157,9.955427099286437e-05,0.0005285932367971062,0.0007137049479792422,0.002054356092685351,0.9992858914979471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.3542563532842661
