sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
10,0.9863818454413545,0.005937848976271678,0.999835815705191,0.005882525136562633,0.9998143834498582,0.9999049005338866,0.9942669906847317,0.047566921426983225,0.007051598756249549,0.9947931309007623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0827662824607693
11,0.42854498417799075,0.00543214236289357,0.9998212298718168,0.011092049944856335,0.9997988404658389,0.9998976133883788,0.9889841254930427,0.01268513959752627,0.0065461870324653925,0.9902757010032043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0972087210109707
12,0.002015557971723281,0.0035768346521315424,0.9994734448311702,0.9978168004630923,0.9994622342823547,0.9997575187287754,0.002069224486853574,0.0021451001368581394,0.004584502774083021,0.001962177965464697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1917789195945007
13,0.012543825810092193,0.004963190748949517,0.9998031800037827,0.1910779429074313,0.9997798530522481,0.9998888746531219,0.5668730099395352,0.007092506812837571,0.006060803763937565,0.8723364461363688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1112345507568393
14,0.9969823796947641,0.9955055635315286,0.0004242811737547836,0.003466318943723155,0.0004526519297155599,0.0002148622783160496,0.996723434718663,0.9969367672892864,0.9942987329593467,0.9968792292038049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.1973337036522705
15,0.004649643832763844,0.004841214146001275,0.9997080601063975,0.9936237392623429,0.9996793131465802,0.9998420118576362,0.0059724703902064346,0.0041998221589903875,0.006044918704221175,0.00577360256843273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1528954311901124
16,0.0020914996005476872,0.003629660939066025,0.9995038802851164,0.997719175047874,0.9994889691601215,0.9997673345079992,0.002161097990364897,0.0022132752923704375,0.004645668707538433,0.002050305950360475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1890015275656159
17,0.005155320269904393,0.004593585552564549,0.999752977304207,0.9920679776624488,0.9997271097407534,0.9998645469124089,0.007379138950084372,0.004385726923829256,0.005706261091420031,0.007212972351287763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1403416192195528
18,0.00359368060538603,0.0043044002889401686,0.9997030897798119,0.9954539419123932,0.9996762995750949,0.9998420902398203,0.004276624559063402,0.0034090583049949798,0.0054048569087916136,0.004104929231209772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1570615192334398
19,0.994541479800349,0.007135921797571452,0.9998506180359455,0.0034751737364747443,0.9998300961768553,0.9999122016410457,0.9966431930044396,0.9857178329137546,0.008233346111078212,0.9969096565973548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0667962782946813
20,0.004213308097821859,0.0043590094218763425,0.999738659523823,0.9941970734159766,0.999712844682589,0.9998584822352534,0.005433951879752076,0.00379659888445812,0.00544227282892629,0.0052548983500465855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1459519511179003
21,0.0023585082986994415,0.0037982113467453682,0.9995772950812005,0.9973651547013039,0.9995553860465564,0.9997925657770929,0.002493793385146715,0.0024469469885677574,0.0048396719081674495,0.0023701642179637817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1806554645188168
22,0.012028642773063135,0.005008691944907127,0.9997991604376665,0.6176587569457606,0.9997754445689511,0.9998867096693935,0.17115355916396008,0.007011829445429187,0.006120519145220632,0.6259291927430504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1160949868073878
23,0.003207855703452532,0.004333430510978145,0.9996518953971024,0.9961666424043627,0.9996241623252875,0.9998189250726266,0.003616575628956115,0.0031629578574043017,0.0054705481357355005,0.0034552362798357717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.1667823913345368
24,0.9971608769076814,0.9956598917363357,0.00043098797340007774,0.003230062728211804,0.00045790941734385966,0.00021625609352878024,0.9969453890005844,0.9970965284881205,0.9944866320066263,0.9970927816427462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.195945007637828
25,0.002194867003329734,0.003697926407943712,0.9995373089102357,0.9975841448257813,0.999518867107527,0.9997785400696878,0.002288080717611118,0.002304836081006527,0.004724454532040618,0.0021722545466844123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1855297875295098
26,0.9970917819808851,0.9956616620077465,0.00041066623601685056,0.0033387796949604005,0.0004380265712160365,0.00020785936229074915,0.996843927243329,0.9970465217828204,0.9944960585926341,0.9969941415906429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.1987223996667129
27,0.004737410660894026,0.004761842160621694,0.9997209813957878,0.9933494869095015,0.9996930526541851,0.9998484859106637,0.006221066132859844,0.004223587416968522,0.005938488891242287,0.006026889405446121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.1501180391612276
28,0.00539402381655882,0.004634701662056686,0.9997563331784804,0.9914329174382658,0.9997305340046361,0.9998660585905359,0.00795393429719436,0.004521344011018469,0.00575093106103675,0.007800491842368746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1390084710456881
29,0.9950486616165484,0.9950953176492794,0.0002841797706011862,0.007021024826554837,0.0003128048972689415,0.0001545238425777782,0.993436076000125,0.9956098142190921,0.9938867502700612,0.9936348863122924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2237189279266768
30,0.8908837704465916,0.13856260114454902,0.9992046265526507,0.5350887713345066,0.9991349752717267,0.9995864427485415,0.9618092483668274,0.8097643113846001,0.9827330553933165,0.9327132595571206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.1445632551034578
31,0.9973886195052831,0.9924202246322512,0.9996678403207427,0.0028213585437901426,0.9996189675497408,0.9998039407600731,0.9979033370755097,0.9969229396666236,0.010545977052841436,0.9977429007435344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0237467018469656
32,0.9719066552599418,0.7791080157334791,0.9993044766796831,0.03922945051397205,0.999237770344534,0.9996319452670717,0.983006884800067,0.9638031833180855,0.9799984547281319,0.9779747088193723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1320649909734759
33,0.012281992627149888,0.025825304563719943,0.9986468195474644,0.9881376095233123,0.9985979505976927,0.9993683218709425,0.011929241837162107,0.013804336711453416,0.988693938166776,0.011246177643118175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.186224135536731
34,0.08450027074517166,0.819238696910859,0.0008564020669478823,0.7642909039149041,0.0009325184557814939,0.0004465428804075941,0.03553729242087306,0.12951953603826546,0.019311951569564,0.056953595846622906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2294695181224829
35,0.014647429238650464,0.05676582696397366,0.0007088900721050187,0.9826267637793222,0.0007849292525448879,0.0003842886911603539,0.010419882825931042,0.017855882257917045,0.03579689107231348,0.012171538621489128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2480072212192751
36,0.9409310303259851,0.23166402277621775,0.9992128857509659,0.1189596072077377,0.9991417049180038,0.9995882536714058,0.9716812807657629,0.9157159869773506,0.9813433519381768,0.9578214419635793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.1424802110817942
37,0.2447634516831521,0.09291864279832009,0.9991370460856404,0.9114032108208975,0.9990650164790066,0.9995551567440204,0.9206323007421843,0.15895030811129834,0.9833081101932822,0.6423252984245875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.1528954311901124
38,0.01523312092686923,0.06198676686847809,0.0006803709992372505,0.9816897927858643,0.0007521312783761541,0.00036741725567153,0.010671167051652521,0.018660114429188898,0.0307562310283848,0.01259120904433848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2501041522010832
39,0.9929482365583229,0.9771550620519415,0.9994614964921148,0.007907044478998386,0.9993962740334369,0.9996993656433087,0.9946214864294952,0.9915748579136765,0.7264360184611692,0.9940037683269609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.100819330648521
40,0.906009961126388,0.13848473251826174,0.999253121786451,0.42106791822595346,0.9991874599668987,0.9996113882101364,0.9654299955137029,0.841592129100607,0.9836051323595432,0.9406310073462472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1397028190529093
41,0.001830852484087446,0.005177675203157878,0.0002788128493251692,0.9980396418486218,0.0003235335972268276,0.00016935416237615363,0.0014894614146065196,0.002149910875187768,0.9941166133463475,0.0015890059104017318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.3931398416886543
42,0.907415399991795,0.9124610607257696,0.0011513907735129405,0.061596615009790245,0.0012427398835424463,0.0005884910827803735,0.5227489090534795,0.9134943671939135,0.019984431554991702,0.8862142278710788,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2069157061519233
43,0.9963536531432641,0.9892188124209151,0.99958576235399,0.003965504696618865,0.999527750895807,0.9997591858336653,0.9970997421195983,0.9956929248142131,0.018083226708199174,0.9968575727960837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0624913206499097
44,0.5765571868561963,0.10850284824619952,0.9991156248535626,0.8726055767772427,0.9990406006517445,0.9995427913255904,0.9379235817122313,0.28504912445555175,0.9822616184071851,0.8373215920210976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1528954311901124
