sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
12,0.013241240855983013,0.01753435834451169,0.0034596231312782146,0.944652912050122,0.008149765833118147,0.0017144374360697002,0.00011816661046632222,0.00030381399073552937,0.042509005342120015,0.0660212415604761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
13,0.10143740930799475,0.022009200472046405,0.16396537786104926,0.11474082169797854,0.9879376802464424,0.004439280194651528,0.00010629041928544275,0.0002776235950518155,0.06891644550770762,0.5706634140856497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
14,0.02605736095644867,0.01899725729483596,0.007848066661977616,0.7441931297639532,0.36414178209286596,0.0025648020074464243,0.0001055140156709789,0.0002739334661118697,0.052513778168335766,0.14617398057838923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
15,0.02361400656202993,0.0210126104047124,0.006715012727748278,0.8503866923334009,0.03433041907600386,0.0025784813085244908,0.00012283215427680866,0.00031815969632797145,0.05570636325361379,0.12443911388493287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
16,0.002783720246417034,0.007997021450077038,0.0006680652931827627,0.9916368404125975,0.0010467773089363345,0.00045413509897012814,0.00011930253661922593,0.00028738769839442465,0.01478431444868755,0.012946140121248279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
17,0.11384044755740337,0.02229855271060945,0.43666526772339564,0.11089886429587562,0.9882717811689434,0.004593667303665053,0.00010711896672254288,0.0002798489539784928,0.070183035490207,0.5958455031242325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
18,0.0018835629472753173,0.006029255353026637,0.0004488368664459635,0.994478419555537,0.0006849231575106922,0.00031446074787754496,0.00012112704264345463,0.0002805955501191624,0.010610428448348122,0.008705613237865985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1.0
19,0.04682032798776712,0.020248097578344816,0.01843488023805865,0.20015188642852633,0.9807607022621662,0.003377255963181689,0.00010343897083069162,0.00026954121509792703,0.060107312172688755,0.3013211746817608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
20,0.027536253307001223,0.02039646323522514,0.008263046369068244,0.7471610507090193,0.23020777866795392,0.002737642248707315,0.0001138353319881645,0.0002954869343441199,0.056066918232036814,0.15195557322801093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
21,0.0035847163430007207,0.009377344359371624,0.0008661740027033242,0.9889662205384308,0.001393498688351264,0.0005722556185862249,0.00011639866566242208,0.00028591220998381884,0.0180529855190822,0.01677484493144212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
22,0.027225311169365655,0.019872053823524423,0.008205103114787799,0.7380566847270587,0.35892352309142306,0.0026840625481622505,0.00011049466667522984,0.000286858813178842,0.05482451177665446,0.1514962342222799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
23,0.02717706864276657,0.021285139681023312,0.008018121156579518,0.7832293212270955,0.09048021116598583,0.0027847038373678434,0.0001204318819953573,0.00031242377340239214,0.05781928544675161,0.14691867289565413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
24,0.052550878185918644,0.022238752454219336,0.021160923759921745,0.2056534826462934,0.9795974160311117,0.003747315714381846,0.00011351841416270608,0.00029583579981739996,0.06588604803253353,0.3243288721685208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.0
25,0.1511433255249693,0.020787283489976143,0.9224945706274691,0.093032117861788,0.9901388449841518,0.004531508923863773,9.82352441133416e-05,0.0002567931114549238,0.06674653289585643,0.6670918913831082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
26,0.005804468653772148,0.012493103571072412,0.001426279086922531,0.9810287171715967,0.002456187918299598,0.0008813627814749525,0.0001191248363407641,0.00029938823491684047,0.025966805412143284,0.02753796063763488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
27,0.02825381586313421,0.020693698239877878,0.008513484474945925,0.734726711013464,0.32770603640254387,0.0027931353375416175,0.0001152415591108839,0.00029917027191209145,0.056962803669566076,0.15594074799490495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
28,0.11243336494707196,0.022354965052481933,0.3718231217349601,0.11182002256786754,0.9881769909418668,0.004592390825141053,0.00010747781674088535,0.00028077788341923697,0.07029375304352624,0.5921710986063654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
29,0.028100231154660964,0.020474905162903873,0.008479902679403736,0.7315982665343571,0.388655015423806,0.0027696020822781356,0.00011387016796673779,0.000295625792393041,0.056436477207345834,0.1555950682527998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.0
30,0.09533110182926907,0.033154576435449896,0.5721525691643565,0.5790495792527734,0.8663270306017448,0.4791575871255613,0.017923630956214395,0.019582007975971635,0.04066865472306507,0.19402441650318455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
31,0.9995007642416863,0.9988776041220876,0.9998726744107863,0.0009368808340338492,0.9998239948823923,0.9999094631134063,0.9996732738523059,0.9996437173465662,0.9986544705325358,0.9988953072681241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.0
32,0.09199190151698654,0.032384131057856265,0.48754563205897994,0.5915927299748198,0.8595675535100934,0.36568209212014924,0.017462165899027667,0.01907840959789341,0.03972868909997853,0.18825817541137133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
33,0.10614850712922683,0.03092814885734326,0.8992440346870805,0.4516268552424353,0.9284701237479245,0.9192237350539902,0.017112024018373778,0.01870052638184963,0.037994550981446995,0.2144625592688502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
34,0.09476575777811831,0.030317182723263274,0.8259222523358265,0.5242740737116194,0.9086089642369386,0.845003914936724,0.016550722772955915,0.01808622254567983,0.03723226321765097,0.1943053703049329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
35,0.9695245542870702,0.06153701221910546,0.9941032566777185,0.043322104876603304,0.9923010705518879,0.9957790799795013,0.6263247568066473,0.6387874945933747,0.07768442905884217,0.9367246582747906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
36,0.0037953549722427385,0.0072827662911632,0.0009989281287675084,0.9927215446116572,0.00138925273054852,0.0007101075617423487,0.002304525420191436,0.002513442138152799,0.008764474229142762,0.008382175235135176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
37,0.00495793692420315,0.009090052146618417,0.0013183948875124842,0.9904266802377626,0.001837237911473096,0.0009371220771474985,0.002943158671860071,0.0032101139819470347,0.010949895860082695,0.01094137110282913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.0
38,0.006378377126089799,0.011009545623090075,0.0017207496925253924,0.9875618189102534,0.0024049385698040504,0.0012229386176342292,0.0036711085947140633,0.0040043727314441726,0.013279058814644275,0.014064377819123482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
39,0.09143936808609017,0.032195079224919786,0.4835007623622249,0.5925907084579133,0.859806804852881,0.3605387621328869,0.017356808880901034,0.018963488792705385,0.03949863778927995,0.18732124555813254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
40,0.09306464471567201,0.03370468045000969,0.348560321409784,0.6064537074096621,0.8331088987630657,0.24016585943451907,0.018115088002239658,0.019789830156776492,0.04132781231579331,0.189685155848468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
41,0.08623914805466884,0.02900541700550005,0.7024249185513631,0.5707122241234426,0.8927634606458956,0.673262695911108,0.015701073250346673,0.017158141281743006,0.03562354083755967,0.1790204647750257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
42,0.08407207296384502,0.03340566356814835,0.13487095859759285,0.6713802900478155,0.6355082697485639,0.09203894867290488,0.017677087077105955,0.019309851462202616,0.04094070480307917,0.17317520175289994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
43,0.09282217873034063,0.032121998024807016,0.5882955262907013,0.5797057176641152,0.8713762923584903,0.4994556548250118,0.017362348148502783,0.018969928256299822,0.03941362118168069,0.18989339826834764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
44,0.09211835796571406,0.03207401886167576,0.5516151123315474,0.5846161757051059,0.8676602045057079,0.44527075000256505,0.017319440298708983,0.01892298559674818,0.03935386220056078,0.1886217802541767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
45,0.09435157424657467,0.03234842088669735,0.6396773247131924,0.5715791028922875,0.8763059777365431,0.5827159467341587,0.01751313209526404,0.01913461097652334,0.03969123047611559,0.1925912257797033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
