sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
10,0.10769909771201724,0.028443152159974935,0.10565296017951532,0.39005945491037125,0.7229136584003207,7.299373552697922e-05,0.0005349893747225881,0.01915475054167966,0.09063508973823244,0.33999239287533506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
11,0.04446282205338989,0.025516986900815712,0.01585556281150609,0.8921159791762979,0.02184817987294576,7.479532243364706e-05,0.0005450579544190617,0.01468312179825809,0.07456504354669756,0.09505256158781264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
12,0.09221385139246005,0.028390233872436832,0.06203866511734296,0.529788332038256,0.1994645166134755,7.419097184302776e-05,0.0005433665700632773,0.01867259833765513,0.08923959396789702,0.26448911910822104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
13,0.09685120934570388,0.02860153981610395,0.0709968352546156,0.48766922757350245,0.292397427167459,7.436374882054845e-05,0.0005447469803485261,0.018941556243842177,0.09021013231180179,0.2845496066579762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
14,0.10299004449107906,0.02845809873045725,0.08848739154371339,0.4266770835250302,0.5682572431763616,7.340236787585536e-05,0.0005378756283479921,0.019038036726970662,0.09032873940280342,0.31608748356691196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
15,0.02043266772362241,0.020397685681956563,0.0059263664005102246,0.962834159052173,0.007265031874580027,7.406776433290085e-05,0.0005338794133246128,0.009788717551433788,0.053629971738167796,0.03818817422957822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
16,0.005333372857208035,0.009946860937826086,0.001385379725182815,0.9916397128687949,0.001616661310149118,7.044508954754885e-05,0.00048190959532409393,0.0035660195881577644,0.02167320991982057,0.009217689417290164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
17,0.010970841041046992,0.015431260047234382,0.0029657973260028454,0.9818586546814484,0.0035201586026165402,7.272227416354488e-05,0.0005155107593224578,0.006386388759281572,0.036984677109877184,0.019515703395646736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
18,0.09920218626733575,0.02847706602802986,0.07743855682932331,0.4608989935922344,0.39195108266490913,7.378000768677e-05,0.0005405460526318263,0.018940817362309764,0.09007888928788056,0.29715035507741633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
19,0.09566417236819703,0.028650326589928124,0.06810613037864015,0.5012683022894585,0.25598775504630883,7.462285541591648e-05,0.0005466064294490979,0.018932345810553506,0.0902348468905618,0.2784463797680899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
20,0.016492406336024945,0.018776458151989455,0.0046401337938227144,0.9712219742670718,0.00560695735282889,7.402082208686953e-05,0.0005309739839155556,0.008542949887218097,0.04777171869677345,0.030175352839111727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1.0
21,0.008858537174251321,0.013734632166046559,0.002358523136139271,0.9856488986477654,0.0027809540596552282,7.232205886318832e-05,0.0005083755247473633,0.005421562010529297,0.03191729330332962,0.015586122876205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
22,0.09908086811013467,0.02849555597910994,0.07701651167724605,0.46261849456275445,0.3843954201401337,7.384536898836023e-05,0.0005410199938216804,0.018947936912965528,0.09011792690048114,0.296369501043882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
23,0.003780737309087036,0.0077375324375674485,0.0009717204076710178,0.994156348287433,0.0011290289978438774,6.841695095295545e-05,0.000456188015600099,0.0026344190856902217,0.016272751360430226,0.006484031741604359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
24,0.0025588744140388315,0.005678282071174935,0.0006521972334357641,0.9960886247512392,0.0007552133470374151,6.573951467980319e-05,0.0004217479092887107,0.0018451492620844788,0.011558712939118006,0.0043616432584300275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
25,0.13814484308721997,0.028363769889289972,0.5803921406166591,0.259702651586714,0.9124340596471971,7.105639619008813e-05,0.000521285042848634,0.019736704493561356,0.09212927873529057,0.4886928857706421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
26,0.005430234395544696,0.010069393593878099,0.0014115147853373123,0.9914799987883348,0.0016476320413624942,7.048470611255861e-05,0.00048276629082723077,0.003621245261594214,0.021987126765671158,0.009389858000365802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
27,0.017161214034342294,0.019058666221676433,0.004854209103942717,0.9698339737540931,0.005880329208428435,7.386966274616386e-05,0.0005304329981935588,0.008761742159566844,0.04880785707651593,0.03151911265385245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
28,0.04557464110884955,0.025559002396301076,0.016456539195665847,0.8873678408991232,0.022869931617458514,7.446810286332179e-05,0.0005428221868345079,0.014797010935389668,0.07496394953205393,0.098210217209647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
29,0.096142032693655,0.028469018415767763,0.0699948503638675,0.4906610896901617,0.2827719424304318,7.403690424494516e-05,0.0005423457983366031,0.018843523762000134,0.08979946565824758,0.28239709768054044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
30,0.26495143228419793,0.04208599199447713,0.9884990914998083,0.07691468776212537,0.9959972536972492,0.3717116893156453,0.048325832896393,0.07469982952239446,0.0524856521570098,0.45151968622745225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.0
31,0.999741237067658,0.9992956136462654,0.9999381355026815,0.00035064698152992876,0.9999329535231802,0.9999632310627027,0.9998401305878624,0.999798134948569,0.9987237109678248,0.9996299161087508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0
32,0.06129138955493157,0.03599867542405186,0.9669332115994705,0.2919208488057528,0.9947951692873372,0.010758793636410514,0.02442051778821215,0.033891992054252515,0.0474062366483656,0.09513011540551156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.0
33,0.2640125815251282,0.041974975373295656,0.9885240469468374,0.0767690544174995,0.9960071661820874,0.36514020454552354,0.048172797984802763,0.07445860897809603,0.0523511394934192,0.45064652786541054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
34,0.2990275077800747,0.04116222552001899,0.9891512357528457,0.07240121048977653,0.9961570353797305,0.76332196203975,0.049003286400318286,0.07659707453217376,0.05121501035246175,0.49974347513332334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
35,0.2950717369189097,0.04145850527827055,0.9890236535673039,0.07324617128568862,0.9961199050434266,0.7343451180432633,0.04913254588227478,0.07667786866677531,0.05159536055545286,0.49369210428747046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
36,0.20352020983104108,0.04180508383392457,0.9875684885769747,0.08399532356908766,0.9958594833236987,0.08953458056140774,0.044467151623797066,0.06734902296684392,0.052447565185042476,0.35379608690116515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
37,0.016269045539818457,0.02326220126831971,0.005990652561930828,0.9699107205429315,0.5490176814275529,0.0024269892010079083,0.00884132001446171,0.011514912253247401,0.03432565863305272,0.023745469276671316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
38,0.015231173602254282,0.02269013849120148,0.005363386525547673,0.9726834921978526,0.045059713066758135,0.002263227107584426,0.008364064571083057,0.010866943222651708,0.03376486310234758,0.022188882594904532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0
39,0.01617617012330584,0.02332525930226396,0.005900228870943584,0.9702812653605049,0.1954263559965779,0.0024114045965790572,0.008810611519737048,0.011468853570963604,0.03447423844442101,0.02359908119849201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
40,0.0017769879656991522,0.004432481853078965,0.00044048291392744784,0.9975248386003784,0.000512155293350655,0.0002537377208877793,0.0010828122410805868,0.0013720203233459325,0.007722850505665247,0.002546801032495813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
41,0.27465563449851105,0.04164536888333812,0.9887559760363706,0.07516433471108783,0.9960637645607342,0.5239147387356511,0.04838099419752888,0.07505918315586445,0.051899194487300356,0.466734274726922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
42,0.001877263150420719,0.0046671970772363975,0.0004660167373427517,0.9973823812119588,0.0005434340733547712,0.0002681149558004794,0.001143326559593595,0.0014488807571902905,0.008120130466614169,0.0026906873358996737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
43,0.016186290237125506,0.02328629655309546,0.005919083528611683,0.9702083160586101,0.2476724981634911,0.0024133517763341,0.008810660496583432,0.011470602622798831,0.034401846295072806,0.02361697891316977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
44,0.016463647558918295,0.023288420191932058,0.006137758618152275,0.9692891330587527,0.8561538894227227,0.002458451027477386,0.008921694079995731,0.011627297791201231,0.03429275566628475,0.024042758713804967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
45,0.016226457704168154,0.023155686906911416,0.005988307424833141,0.969939737176593,0.6587035887160512,0.0024209088502180993,0.008813187323577578,0.011479843280719956,0.03415721919074834,0.02368667604074165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.0
