sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,9:0,9:1,9:2,target
17,0.20139784052053133,0.7296549139664056,9.150410053211183e-05,0.34556733348096225,0.3688709723592151,0.0007340774972402023,0.162736185261145,0.17390791085151314,0.5453119997501201,0.8941228817837265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.1966393556450493
18,0.27362954364866854,0.3943701728352439,0.00010817877753496603,0.4858381355710162,0.36560423596782365,0.0006684175043069391,0.29924883659838863,0.3374663149274132,0.43699106513962727,0.37240701376132257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.164004999305652
19,0.26314001911268997,0.4455882109945955,0.00014099440392661858,0.47019296881360556,0.407949762633816,0.0008710221687148167,0.3967268563956633,0.3896832208770777,0.42998633135139486,0.3685474435348472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2362171920566588
20,0.3426487202667119,0.35963587795680013,0.00010608085558829493,0.5108837776607256,0.34697145024813203,0.0006554578836678864,0.24488856812475313,0.313539800610796,0.4645574890329833,0.41219972077304573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2028884877100402
21,0.44440582640258575,0.713311454211812,0.9999068022398775,0.43296903253178165,0.7003892840430618,0.9994241087108517,0.8364482004496218,0.7416997074415665,0.47520290985043184,0.49601610697813175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.1702541313706429
22,0.797962369340133,0.42812008926948436,0.9997346382517894,0.5794908615269644,0.4959128079767224,0.9983616944530662,0.3219369388147077,0.4806832499942372,0.6093232442434297,0.6760045536564306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1681710873489793
23,0.6452619402027503,0.5434912402422255,0.9997706930065684,0.5120131629743585,0.5628896696064665,0.998584096063474,0.5887965396815869,0.5772732389529518,0.5362532900823915,0.573011182806215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2959311206776837
24,0.33270481815504765,0.46044925178355267,0.00021577324477304729,0.48291508786440024,0.43673125005718766,0.0013324372391941854,0.42175747674876607,0.42307690055974984,0.45652890645825056,0.41494873458107345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1410915150673517
25,0.16441906053763936,0.6220702661473875,0.0002838470670526324,0.39018674761890715,0.5362447491861383,0.0017523153229029318,0.7557488620427992,0.5652172868667455,0.3590198558369332,0.285520140204018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1528954311901124
26,0.2892854779090477,0.5243362570886597,0.0003552952563192466,0.4588314644062659,0.4868448002796137,0.0021924561618642388,0.5732739659673395,0.49045743073553766,0.4380037658666825,0.39247969093859086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.107068462713512
27,0.6477935066834326,0.538473666472809,0.9997609688672126,0.5136555254405009,0.5587022303043527,0.998524126890902,0.5775535132306978,0.5718000087030047,0.5372529805908017,0.5740011482724905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.2987085127065685
28,0.6781220089510206,0.7238115951378652,0.9999356476360548,0.4638700614148973,0.7309734572360536,0.9996022712040429,0.841795209824242,0.7694250270974125,0.5370073800430984,0.60872819704358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.1501180391612276
29,0.8828900119205664,0.14257513581114248,5.444285360791853e-05,0.733627149712124,0.17558001559746686,0.00033649499565770267,0.06543697490269432,0.1374806384209916,0.710403471059812,0.7598384834623871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.4028607137897514
30,0.18034123833425722,0.4197655835768089,8.41498683760739e-05,0.4442457900409039,0.3580752933001799,0.0005200282508123051,0.357156203479038,0.334057793995082,0.380218378892369,0.2936216802786135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2848215525621441
31,0.8743339671422586,0.43236040454781627,0.9998989527434321,0.6263380294711981,0.5546114679954921,0.9993755986499999,0.31109689416661473,0.5464621269130802,0.6813231133663253,0.7678872225298424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.1709484793778642
32,0.319627750245319,0.30785158216498165,7.592474158124979e-05,0.5231929010440545,0.29728269391379614,0.00046921499997654197,0.18723164128792724,0.25968811075086246,0.45989023960733055,0.39382514894709264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.2334398000277739
33,0.2572676240827052,0.36494771504948326,8.846559856568552e-05,0.48937636754185926,0.3367532266779582,0.0005466776580959406,0.2564409767920597,0.3046772815611667,0.43089968895262115,0.35832367230835077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.2139980558255798
34,0.3304771581880631,0.47577703844852404,0.0002504358341939769,0.4788967963342806,0.45042815979395007,0.0015462052225240937,0.4566999224770933,0.44085160305043375,0.4551292408044072,0.4148106166127545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1403416192195528
35,0.8476162247768718,0.45025650354579355,0.9998750536719698,0.60129854660405,0.5471979019526495,0.9992280280407719,0.35043940807296525,0.5419312825860393,0.6499282426403047,0.7327585225783386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.1612276072767671
