sample,0,1,2,3,4,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,target
21,0.0005971507337128657,0.0003416176061231302,0.004633068625532635,0.002782640856618712,0.0026651966643450598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2751006804610471
22,0.9994277023185234,0.9996808064969689,0.9939705850280179,0.9969046427553526,0.9970236760930863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1327593389806971
23,0.0008473434539669502,0.00045416841697399273,0.021170818412821143,0.006190423889468706,0.006012869355009101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2473267601721983
24,0.9993358221046272,0.9996400469351002,0.9880271512799181,0.9955837224827652,0.9957256108583418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1459519511179003
25,0.999569555534856,0.999748584189582,0.9972406561582816,0.9981936834717469,0.9982741715521392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.101374809054298
26,0.0004264022830215146,0.00025526282915879297,0.002274592804770491,0.0016041103019950461,0.0015291780710812556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3112067768365504
27,0.9986709395438528,0.9993620175404204,0.010470479649570315,0.137946276506172,0.08567684261637629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1945563116233856
28,0.9994359236280465,0.9996845681665915,0.9942706405801424,0.9969992953771145,0.9971160409507568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1313706429662547
29,0.9993969471255817,0.9996669052978729,0.9926183895146512,0.9965207255547104,0.9966481500985753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1376197750312456
30,0.999495749019316,0.9997174541193002,0.9975384002211798,0.9979255891416919,0.9980530055831225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1154006388001666
31,0.00017094990886812862,0.00010909249032539748,0.0004909165339543043,0.00045725532162213414,0.0004274811728876193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5111790029162616
32,0.0005657978175592612,0.0003212099161258298,0.0025699208171350327,0.002201088291716983,0.0020646793367954347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2834328565477017
33,0.9990708012497277,0.9995436168328479,0.9763550755521637,0.9899092521168434,0.9903501141280696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1660880433273156
34,0.9991833574147786,0.9995854531489945,0.9901368621472607,0.9938019710943995,0.994126559321861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.157755867240661
35,0.99962860885388,0.999782260833339,0.9985542443947094,0.9987217447221964,0.9988024705608943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0758228023885571
36,0.0002207708233479502,0.00013907383796100243,0.0006594543363039578,0.0006105462740074647,0.0005709344238118282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4375781141508124
37,0.0001782518566021034,0.00011351487683028244,0.0005150783995797783,0.00047931059432989345,0.00044811788334051146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4992806554645188
38,0.00044592486993329613,0.0002623266256755895,0.0017103891381606959,0.001516528781235075,0.0014206244267439675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.309818080822108
39,0.999650195453765,0.9997911093519822,0.9987388468992382,0.9988687927701106,0.9989408288980457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.06610193028746
40,0.9994936770047671,0.9997122339238549,0.9977134997871944,0.9980391651465322,0.9981608018807727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1154006388001666
41,0.999383587103014,0.9996670392876337,0.9961702252215363,0.9969641550141286,0.9971442594424491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.135536731009582
42,0.0002097126434491628,0.00013242758673299087,0.0006217345079750201,0.0005762950627441825,0.0005388790480505307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4514650742952367
43,0.9993556468230875,0.9996487221338936,0.9962573006480044,0.9969787186481116,0.9971597531401505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1390084710456881
44,0.9986633373614929,0.9993874893998627,0.022386086589368807,0.7194844182979151,0.5276762234594781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1890015275656159
45,0.9992326650744284,0.9995963250133466,0.9940203160005799,0.9955718430932857,0.9958247042908045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1528954311901124
46,0.999514046516541,0.9997260370616086,0.9977078875685396,0.9980531978064827,0.9981733167679665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1112345507568393
47,0.9996486656769342,0.9997902997831479,0.9987308295128292,0.9988620103028997,0.9989344630371038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0667962782946813
48,0.9993512530459908,0.9996531700479969,0.9956256967581388,0.9966124991295985,0.9968108605348767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1400499930565199
49,0.0010845290067098277,0.0005402243147641548,0.018666944812962393,0.0099283184041772,0.009450711541533872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2362171920566588
50,0.9985075674059419,0.9993161687726687,0.024827101667917056,0.6915624786275131,0.5044568955147466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1930287460074989
51,0.001162223323118147,0.0005742217116106709,0.02457984623669006,0.011695687872028748,0.011161902071942906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2327454520205527
52,0.9993455747190381,0.9996442891651178,0.9961177686661894,0.9968835998059612,0.9970697417667479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1403416192195528
53,0.9996353516241002,0.9997857101281429,0.9985949421710149,0.9987552749622605,0.9988339738090267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0730454103596722
54,0.0005716480933556008,0.000338174456003862,0.002140980219669508,0.0019068745085716356,0.0017860248215345565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2834328565477017
55,0.9989042012829575,0.9994360209186566,0.9891142730257303,0.992599140408892,0.9930018460717426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.173725871406749
56,0.0011739460754751421,0.0006298239131058081,0.007683474093972485,0.006001322603121717,0.005649304201560259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.2334398000277739
57,0.0009561505121160563,0.0004904025889097402,0.009941638767754644,0.0066414875052872215,0.006282999117329291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.243160672128871
58,0.9990521574875147,0.999525630742257,0.9852549811494565,0.9917487794786839,0.9921561885959121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1667823913345368
59,0.9984690974805441,0.9992993447847028,0.02475992401286135,0.5907293493866468,0.37746423877564783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1945563116233856
