sample,0,1,2,3,4,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,target
20,0.0002982720333176682,0.00024150734160407854,0.0006586185610782842,0.0006703241859339277,0.000563489918016098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.230662407998889
21,0.0002263213164506609,0.00019185663018242243,0.00046556294604350914,0.000483173039980486,0.000408195944779238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2751006804610471
22,0.9998334877118005,0.9998610463386237,0.9996494354589034,0.9996384740210523,0.999695051602785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1327593389806971
23,0.00040713290200217146,0.0003366963368523745,0.000869461116730623,0.0008933025507869851,0.0007526461153537971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2473267601721983
24,0.9998101870572967,0.9998428465068022,0.9995955224970212,0.9995842514764622,0.9996496141239583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1459519511179003
25,0.999820174731882,0.9998447063236539,0.999639730383685,0.9996234725592774,0.9996813173309738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.101374809054298
26,0.000166537565370193,0.00014414125079824743,0.00033260672752027747,0.0003478997583048816,0.0002945177437512472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3112067768365504
27,0.9996489586207553,0.9997228223615879,0.9991911310010463,0.9991867430105057,0.9993184558318567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1945563116233856
28,0.9998090725127498,0.9998398332004936,0.9996011702351831,0.9995878114366035,0.9996521343062862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1313706429662547
29,0.9998388616963924,0.9998652298635848,0.9996618939076365,0.9996510010598989,0.9997055483440755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1376197750312456
30,0.9998498081114373,0.9998828165837845,0.9996083555624435,0.9996531400620091,0.999686791457986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1154006388001666
31,6.198523569802545e-05,5.117182966961309e-05,0.0001351492220074187,0.00012627369446002927,0.00011434739890036175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5111790029162616
32,0.00021785490175407884,0.00016850245187109946,0.0005863634480277161,0.0005140470039453918,0.0004639383536033239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2834328565477017
33,0.9994438117710644,0.9995951640947155,0.9980493022197968,0.9984432499990231,0.9986013173185152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1660880433273156
34,0.9995437392846456,0.999657594610271,0.9986143135786073,0.9988338947690345,0.9989496660464683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.157755867240661
35,0.9998474182202486,0.9998756926487636,0.9996543427974839,0.9996805449646095,0.9997108829449332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0758228023885571
36,9.970107949882912e-05,8.516934193560982e-05,0.00019855697526662875,0.00019012999816314365,0.00017241038970184334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4375781141508124
37,6.903172570155253e-05,5.78061496366922e-05,0.00014474009005135122,0.00013670390792687215,0.00012386687033220866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4992806554645188
38,0.000327085026407007,0.0002868526649376805,0.0006117756540060507,0.0005952852354183191,0.0005403232596466685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.309818080822108
39,0.9998896179410423,0.9999129900332231,0.9997222690711363,0.9997512496262543,0.9997752528483117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.06610193028746
40,0.9998627887849134,0.9998944647907141,0.9996227984211047,0.9996715905340909,0.9997037139498253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1154006388001666
41,0.999542845375953,0.999627410696806,0.9989658115511622,0.9990438859768315,0.9991346155160854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.135536731009582
42,6.894761420109462e-05,5.5803406190967716e-05,0.00015932005264269306,0.00014640257510841186,0.00013245515824698297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4514650742952367
43,0.9997872247722072,0.9998360284810142,0.9994193811846889,0.9994932661610082,0.999542767602689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1390084710456881
44,0.9991268437707228,0.9994380542763631,0.99060562187406,0.9958279167697588,0.996326426557965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1890015275656159
45,0.9997629852771059,0.9998260655414959,0.9992019426816735,0.999353096392604,0.9994184067864618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1528954311901124
46,0.999842228394947,0.9998762306061619,0.9995964177704345,0.9996403938953236,0.9996751785639877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1112345507568393
47,0.9998588842671992,0.9998849037654024,0.9996813861540584,0.9997052537002541,0.9997332317918888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0667962782946813
48,0.9997844062356437,0.9998340065955069,0.9994096708089294,0.9994853706986987,0.9995356698355018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1400499930565199
49,0.00101068695488929,0.0007093514534294245,0.004378446257819538,0.0032034126438416732,0.0028675078424098112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2362171920566588
50,0.9995705596451473,0.9997060580694219,0.9977634921174258,0.9984960529775219,0.998658619697858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1930287460074989
51,0.9987548442130717,0.9993154887769605,0.0064569030480539,0.10761836035277916,0.5660490017467181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2327454520205527
52,0.9993856437518556,0.9994876675238974,0.9986979222622934,0.9987739778385136,0.9988891721433382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1403416192195528
53,0.9998588219812824,0.9998860826338881,0.9996707338478487,0.9996982592674309,0.9997270408625283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0730454103596722
54,0.0006663864433118018,0.0006234849178028305,0.0010904797855205376,0.0010953493299613662,0.0009961158749563425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2834328565477017
55,0.999578088602555,0.9996890032046748,0.9986097516411103,0.9988640017693267,0.9989782503532334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.173725871406749
56,0.0017726458857626882,0.0011291180993508714,0.02341257170084336,0.009033883602822604,0.007933053540600163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2334398000277739
57,0.0008802396021029428,0.0006326125144539476,0.003303641383847449,0.0025668868384937055,0.0023036549459122587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.243160672128871
58,0.0018965500551444765,0.0009452231708703211,0.9951882894510224,0.9886210620388126,0.9887379266662321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.1667823913345368
59,0.9993762066473889,0.9995978569169277,0.9934813121353444,0.9970488251533228,0.9974005540165123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.1945563116233856
