sample,0,1,2,3,4,0:0,0:1,0:2,0:3,0:4,0:5,0:6,0:7,0:8,0:9,0:10,0:11,0:12,0:13,0:14,1:0,1:1,1:2,1:3,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,target
16,0.12597722013919596,0.04012609330058239,0.0642452162541551,0.18597393042903335,0.13340492758006936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
17,0.2628072444530595,0.060982749815640946,0.07453937744400897,0.36915986333950407,0.18301045050246137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
18,0.17327481554540117,0.0488472953768143,0.06940784259511508,0.2550100162417732,0.15597901427716113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
19,0.3069695048295177,0.06484665921804036,0.07478101743931827,0.4178682667237605,0.19044923454632057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
20,0.25547760439120226,0.05960769418536059,0.07342435564146042,0.36145637688902205,0.1799389645625836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0
21,0.3095496093873548,0.06599254702582932,0.07618369856383868,0.41910673955383615,0.19322301284237925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
22,0.2776738957194912,0.06222300882166261,0.07448498043717172,0.38637217109014366,0.18543403850481444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0
23,0.2309608452691223,0.05633022579786872,0.071648770093579,0.3325033270610504,0.1725760255604699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0
24,0.12450656235337496,0.03994680995040717,0.06443700799197455,0.18372426432789354,0.13308037232203046,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
25,0.26077984510843266,0.061149779481146284,0.0750918471601749,0.3662649083495594,0.18353379493338262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
26,0.22048313715322554,0.054962123648795734,0.07106914926934096,0.31933878377068764,0.16958613829301014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
27,0.13760867850348846,0.04293670909184415,0.06705973994424326,0.20282022140289122,0.14142619893793057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
28,0.20461622714559957,0.05358416699256643,0.07158258718915064,0.2976646421253834,0.1669091974146621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
29,0.16546527658205204,0.047172716907318446,0.06786842951434859,0.24449915855234558,0.15169206141854236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
30,0.5430132285466778,0.00010707931844120138,0.13470408704198147,0.4464913175211362,0.38549065329669757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
31,0.4345236946476399,0.9997658174617176,0.7504465064151453,0.4913282709080591,0.5311594688471378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
32,0.6877418665347717,9.99076613015135e-05,0.13933862727780513,0.5638275971174703,0.45890519788951406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0
33,0.1611907989801853,0.00011497280430798508,0.10333910579799796,0.1838959215736663,0.20451432129024702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
34,0.11369539960106156,0.00011646613353536243,0.09139529265471838,0.13773163614592265,0.16200840122673937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
35,0.2849089898456535,0.00011029689316261203,0.11807669176936156,0.2809617796517516,0.27933248586611165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0
36,0.11369540700088239,0.00011646613352728517,0.0913952902269689,0.13773163486672216,0.16200839101595924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
37,0.6942475690213051,0.00010227297487289157,0.14325495219089396,0.5727205907450165,0.46754343477203375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
38,0.47071553446325043,0.00010577343507353074,0.1283388579055296,0.3974041146055609,0.3538082726295823,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
39,0.5834620956913757,0.0001052377101634799,0.13579165095266008,0.47480924522587226,0.40230416483075915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0
40,0.00021949559680198232,6.278820784931126e-05,0.0004277515889222313,0.00030725447852490034,0.00042813025387544436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
41,0.58105143259288,0.00010620809418857381,0.13668324275356067,0.47374094092138125,0.4022954319463797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0
42,0.1151019023358805,0.00011704423721426554,0.09210575386136657,0.1392502240883235,0.1635753388443224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
43,0.4264633925160318,0.00010787334790178913,0.1273788188443323,0.3710671252286555,0.3383749401093922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
44,0.3924824038454514,0.00010903576688969473,0.12603821524137584,0.3506027566655304,0.3258379339045342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
45,0.2655332525462548,0.00011111703670257835,0.11667646949313928,0.26752049562220603,0.26997527206283933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
46,0.16119079940695752,0.00011497280430592852,0.10333910591691141,0.1838959210430006,0.20451432107946244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
47,0.2849089898455685,0.00011029689316261218,0.1180766917694333,0.28096177965169195,0.27933248586628495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0
48,0.12882304676251793,0.00011389340220929659,0.09485895845495998,0.15281913647979256,0.17613245794602586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
49,0.5628281206533279,0.00010289345933635054,0.13161339879306475,0.4573627572939656,0.38950643558270776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
50,0.7029820755137803,0.00010331457205073914,0.14581971596554025,0.5830188670557458,0.47627280745206724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0
51,0.5117023806630923,0.0001103681011031632,0.1358268100304823,0.427388288889532,0.3754560434322457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0
52,0.6746378037934391,0.00010311843879280035,0.1419350433917111,0.5530852024002091,0.4537334155953758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0
53,0.32263062681802623,0.00011193307394326654,0.1229321051647309,0.3073290404180737,0.2983874515538963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0
54,0.1142899636826349,0.00012047219513779135,0.09326004186818856,0.13874067130515833,0.1635160286284021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
55,0.19276724283453622,0.00011954111875363151,0.11215995369626638,0.2127822602319473,0.2300810720603735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0
56,0.6130424975150668,0.00010308508807155162,0.13577363346101876,0.4967001571174072,0.41496335726182737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
57,0.00040319580181290624,8.126289260621835e-05,0.0007841763458602295,0.0005643007870414009,0.0007860721943531383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
58,0.613148076672869,0.00010548083052516952,0.1385732353727761,0.49879513701749434,0.4181242637377799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
59,0.0002286102909132756,6.452294018955863e-05,0.0004454817392523437,0.0003200105553111454,0.0004458993672589139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
