sample,1,2,3,4,5,1:1,1:2,1:3,target
116,0.0445205479452054,0.0090210100726822,0.5555555555555560,0.5,0.9202898550724640,0,0,0,0.195945007637828
117,0.1679793094795430,0.048217999953259,0.4444444444444440,0.5,0.6521739130434780,0,0,0,0.1445632551034580
118,0.1815068493150690,0.0338217766248334,0.4444444444444440,0.5,0.9710144927536230,0,0,0,0.1667823913345370
119,0.2363013698630140,0.0517703148005328,0.6666666666666670,0.5,0.855072463768116,0,0,0,0.3959172337175390
120,0.1506849315068490,0.0334712192385893,0.5555555555555560,0.5,0.9637681159420290,0,0,0,0.1792667685043740
121,0.1679793094795430,0.0941971067330388,0.5555555555555560,0.5,0.7028985507246380,1,0,0,0.2014997916955980
122,0.0993150684931506,0.022248708780294,0.3333333333333330,0.5,0.4855072463768120,0,0,0,0.0904041105402027
123,0.184931506849315,0.0381593400172941,0.5555555555555560,0.75,0.6231884057971010,0,0,0,0.1403971670601310
124,0.1164383561643840,0.0308116572016172,0.5555555555555560,0.5,0.8768115942028990,0,0,0,0.1652548257186500
125,0.0924657534246575,0.0735843324218841,0.5555555555555560,0.5,0.7753623188405800,1,0,0,0.2028884877100400
126,0.1335616438356160,0.0256140596882376,0.5555555555555560,0.875,0.4565217391304350,0,0,0,0.0688793223163449
127,0.1679793094795430,0.0169576292972492,0.5555555555555560,0.5,0.7536231884057970,1,0,0,0.129287598944591
128,0.1164383561643840,0.0144336161162915,0.4444444444444440,0.75,0.4202898550724640,1,0,0,0.072351062352451
129,0.1643835616438360,0.0294000794596742,0.5555555555555560,0.5,0.6811594202898550,0,0,0,0.1667823913345370
130,0.1643835616438360,0.0358643576620159,0.4444444444444440,0.75,0.6231884057971010,0,0,0,0.1598389112623250
131,0.2294520547945210,0.06029587043399,0.6666666666666670,0.625,0.6811594202898550,0,0,0,0.26537980835995
132,0.1679793094795430,0.051059851831078,0.5555555555555560,0.5,0.927536231884058,1,0,0,0.2903763366199140
133,0.184931506849315,0.0284559115660567,0.4444444444444440,0.625,0.6304347826086960,0,0,0,0.1608804332731570
134,0.1679793094795430,0.0259552688775152,0.7777777777777780,0.5,0.9347826086956520,1,0,0,0.2570476322732950
135,0.1952054794520550,0.0422304797962093,0.4444444444444440,0.625,0.6956521739130440,1,0,0,0.2014997916955980
136,0.2020547945205480,0.0425342961976208,0.6666666666666670,0.625,0.7101449275362320,0,0,0,0.1931676156089430
137,0.1679793094795430,0.0423239617658744,0.4444444444444440,0.5,0.6884057971014490,1,0,0,0.1501180391612280
138,0.2089041095890410,0.0456659421814017,0.6666666666666670,0.5,0.8405797101449280,0,0,0,0.1890015275656160
139,0.1780821917808220,0.0362990488209586,0.7777777777777780,0.5,0.9202898550724640,1,0,0,0.2709345924177200
140,0.1506849315068490,0.0660263151744607,0.5555555555555560,0.5,0.9057971014492750,1,0,0,0.2730176364393830
141,0.1678082191780820,0.0430017060459463,0.3333333333333330,0.5,0.717391304347826,0,0,0,0.1112345507568390
142,0.1952054794520550,0.0483535488092734,0.6666666666666670,0.5,0.9637681159420290,0,0,0,0.3125954728509930
143,0.1712328767123290,0.0337469910491014,0.4444444444444440,0.375,0.5797101449275360,0,0,0,0.1820580474934040
144,0.1952054794520550,0.0422304797962093,0.6666666666666670,0.5,0.9202898550724640,1,0,0,0.2348284960422160
145,0.1678082191780820,0.0364579681693893,0.4444444444444440,0.5,0.6594202898550730,0,0,0,0.1251215109012640
146,0.0102739726027397,0.0057117483465376,0.5555555555555560,0.5,0.9565217391304350,0,0,0,0.1320649909734760
147,0.1027397260273970,0.0225291546892893,0.4444444444444440,0.75,0.427536231884058,0,0,0,0.0973475906124149
148,0.1679793094795430,0.0383509780551076,0.6666666666666670,0.5,0.9347826086956520,1,0,0,0.2605193723094020
149,0.1438356164383560,0.0289794105961812,0.6666666666666670,0.5,0.9565217391304350,0,0,0,0.1473406471323430
150,0.1679793094795430,0.0230900465072799,0.4444444444444440,0.375,0.463768115942029,0,0,0,0.1112345507568390
151,0.339041095890411,0.0423286358643576,0.4444444444444440,0.625,0.7463768115942030,0,0,0,0.1209554228579360
152,0.2945205479452060,0.0588515740026642,0.7777777777777780,0.5,0.9782608695652170,0,0,0,0.4686876822663520
153,0.1679793094795430,0.0631143518193928,0.5555555555555560,0.5,0.717391304347826,1,0,0,0.2153867518400220
154,0.1679793094795430,0.0570240014957115,0.5555555555555560,0.75,0.6376811594202900,0,0,0,0.2778780724899320
155,0.2157534246575340,0.0469279487718806,0.5555555555555560,0.5,0.3695652173913040,0,0,0,0.1251215109012640
156,0.1335616438356160,0.0387950174110168,0.5555555555555560,0.5,0.3768115942028990,0,0,0,0.0612414942369115
157,0.1335616438356160,0.0275771810512047,0.4444444444444440,0.75,0.5652173913043480,0,0,0,0.1035967226774060
158,0.2431506849315070,0.0500268760662787,0.7777777777777780,0.5,0.9927536231884060,0,0,0,0.325788084988196
159,0.2705479452054800,0.0525929561335857,0.6666666666666670,0.5,0.9565217391304350,0,0,0,0.3055131231773370
160,0.386986301369863,0.0844983523802846,0.6666666666666670,0.5,0.9637681159420290,1,0,0,0.3959172337175390
161,0.1679793094795430,0.0458996471055645,0.5555555555555560,0.625,0.8115942028985510,1,0,0,0.1771976114428550
162,0.3047945205479450,0.0579027320105634,0.8888888888888890,0.5,0.9492753623188410,1,0,0,0.5243716150534650
163,0.2534246575342470,0.0508635396947813,0.6666666666666670,0.5,0.9637681159420290,0,0,0,0.2570476322732950
164,0.1164383561643840,0.0196312136296711,0.3333333333333330,0.625,0.6086956521739130,0,0,0,0.0948479377864185
165,0.0650684931506849,0.0191638037813456,0.5555555555555560,0.75,0.391304347826087,0,0,0,0.1626163032912100
166,0.1404109589041100,0.0411601112435439,0.4444444444444440,0.75,0.4927536231884060,0,0,0,0.1285932509373700
167,0.1679793094795430,0.0439739185304634,0.4444444444444440,0.5,0.6014492753623190,1,0,0,0.2153867518400220
168,0.2226027397260270,0.0432915001519082,0.7777777777777780,0.5,0.9782608695652170,0,0,0,0.4037272601027640
169,0.1404109589041100,0.032456939867723,0.6666666666666670,0.5,0.9565217391304350,1,0,0,0.2063602277461460
170,0.1679793094795430,0.0718362195891467,0.7777777777777780,0.625,0.7898550724637680,1,0,0,0.2681572003888350
171,0.1679793094795430,0.0516861810278342,0.4444444444444440,0.625,0.5,1,0,0,0.1299819469518120
172,0.410958904109589,0.1424197807847810,0.5555555555555560,0.5,0.6376811594202900,1,0,0,0.2501041522010830
173,0.0787671232876712,0.0187244385239197,0.6666666666666670,0.75,0.8333333333333330,1,0,0,0.2834328565477020
174,0.2020547945205480,0.0415854542055201,0.5555555555555560,0.5,0.644927536231884,1,0,0,0.1778919594500760
175,0.0890410958904109,0.051957278739863,0.5555555555555560,0.5,0.8260869565217390,1,0,0,0.2070545757533680
176,0.2157534246575340,0.0528874243380308,0.5555555555555560,0.75,0.5652173913043480,0,0,0,0.2889876406054710
177,0.2602739726027400,0.0408002056603332,0.5555555555555560,0.5,0.8405797101449280,1,0,0,0.2445493681433130
178,0.1679793094795430,0.0577251162681997,0.4444444444444440,0.5,0.6231884057971010,0,0,0,0.1910845715872800
179,0.1438356164383560,0.075360489845521,0.8888888888888890,0.5,0.9855072463768120,1,0,0,0.648433550895709
180,0.1335616438356160,0.0337469910491014,0.4444444444444440,0.625,0.3695652173913040,0,0,0,0.0904041105402027
181,0.1679793094795430,0.0038187384608193,0.5555555555555560,0.5,0.927536231884058,0,0,0,0.1973337036522710
182,0.1130136986301370,0.0293907312627077,0.6666666666666670,0.625,0.3478260869565220,0,0,0,0.2294125815858910
183,0.1335616438356160,0.0362710042300591,0.4444444444444440,0.625,0.6159420289855070,0,0,0,0.1181780308290520
184,0.1438356164383560,0.0473299212414405,0.6666666666666670,0.5,0.9492753623188410,0,0,0,0.2292737119844470
185,0.2431506849315070,0.0286896164902194,0.4444444444444440,0.875,0.2608695652173910,1,0,0,0.1278989029301490
186,0.2363013698630140,0.1011942321624720,1.0,1.0,0.144927536231884,0,1,0,0.6111651159561170
187,0.1679793094795430,0.0404169295847063,0.6666666666666670,0.5,0.855072463768116,1,0,0,0.1917789195945010
188,0.1335616438356160,0.0425810371824534,0.4444444444444440,0.75,0.3188405797101450,0,0,0,0.1390084710456880
189,0.1472602739726030,0.0267264951272523,0.4444444444444440,0.5,0.7753623188405800,0,0,0,0.1644729898625190
190,0.0684931506849315,0.016934258804833,0.7777777777777780,0.5,0.9347826086956520,0,0,0,0.3487015692264960
191,0.1678082191780820,0.0433288929397742,0.7777777777777780,0.875,0.4347826086956520,0,0,0,0.388973753645327
192,0.1679793094795430,0.0288485358386501,0.6666666666666670,1.0,0.7246376811594200,1,0,0,0.2070545757533680
193,0.160958904109589,0.0360700179952791,0.6666666666666670,0.5,0.9202898550724640,1,0,0,0.2181641438689070
194,0.0102739726027397,0.0057117483465376,0.6666666666666670,0.5,0.9565217391304350,0,0,0,0.1320649909734760
195,0.1335616438356160,0.0274836990815396,0.4444444444444440,0.75,0.7246376811594200,1,0,0,0.1278989029301490
196,0.0102739726027397,0.0045806165135899,0.5555555555555560,0.625,0.7536231884057970,0,0,0,0.157755867240661
197,0.1986301369863010,0.0379349832900979,0.6666666666666670,0.5,0.9782608695652170,0,0,0,0.3846299125121510
198,0.523972602739726,0.1127345813176280,0.7777777777777780,0.375,0.3333333333333330,0,0,0,0.2778780724899320
199,0.2431506849315070,0.0197246955993362,0.5555555555555560,0.625,0.2898550724637680,0,0,0,0.0959588945979725
200,0.1883561643835620,0.0387529505246675,0.7777777777777780,0.5,0.9565217391304350,0,0,0,0.3332870434661850
201,0.2020547945205480,0.033868517609666,0.3333333333333330,0.5,0.9492753623188410,0,0,0,0.1459519511179000
202,0.184931506849315,0.0412489191147257,0.5555555555555560,0.625,0.7608695652173910,0,0,0,0.1896958755728370
203,0.0993150684931506,0.0266423613545537,0.5555555555555560,0.625,0.3768115942028990,0,0,0,0.107068462713512
204,0.1679793094795430,0.0146673210404543,0.5555555555555560,0.5,0.9565217391304350,0,0,0,0.1584502152478820
205,0.0993150684931506,0.010283016663161,0.4444444444444440,0.75,0.5434782608695650,0,0,0,0.1042910706846270
206,0.2671232876712330,0.0493164130968239,0.6666666666666670,0.5,0.855072463768116,0,0,0,0.202194139702819
207,0.0650684931506849,0.0578326205333146,0.4444444444444440,0.5,0.6521739130434780,1,0,0,0.1513678655742260
208,0.1679793094795430,0.0523171843230736,0.3333333333333330,0.5,0.6376811594202900,1,0,0,0.1473406471323430
209,0.1679793094795430,0.0610624225852438,0.6666666666666670,0.5,0.8405797101449280,1,0,0,0.3362033050965140
210,0.184931506849315,0.0324849844586225,0.5555555555555560,0.75,0.6666666666666670,0,0,0,0.1528954311901120
211,0.1575342465753420,0.0201173198719297,0.4444444444444440,0.625,0.3840579710144930,0,0,0,0.0876267185113178
212,0.2123287671232880,0.0426277781672859,0.5555555555555560,0.5,0.9927536231884060,0,0,0,0.2098319677822520
213,0.1746575342465750,0.034307882867092,0.6666666666666670,0.5,0.9927536231884060,0,0,0,0.3024274406332450
214,0.0753424657534246,0.0573418401925728,0.4444444444444440,0.5,0.8913043478260870,0,1,0,0.1681710873489790
215,0.1679793094795430,0.0448713454392484,0.5555555555555560,0.75,0.7608695652173910,1,0,0,0.1761560894320230
216,0.1746575342465750,0.0407160718876346,0.4444444444444440,0.625,0.6159420289855070,1,0,0,0.1382446882377450
217,0.1506849315068490,0.0334198041552735,0.6666666666666670,0.5,0.9565217391304350,0,0,0,0.243160672128871
218,0.1232876712328770,0.0402252915468928,0.3333333333333330,0.375,0.3840579710144930,0,0,0,0.1001249826413000
219,0.1679793094795430,0.0671200542195424,0.6666666666666670,1.0,0.4855072463768120,1,0,0,0.3841133175947790
220,0.0753424657534246,0.0079927084063661,0.6666666666666670,0.5,0.9637681159420290,0,0,0,0.1837800305513120
221,0.1780821917808220,0.0359438173362312,0.6666666666666670,0.5,0.9710144927536230,1,0,0,0.2360783224552150
222,0.1679793094795430,0.0316342985346701,0.5555555555555560,0.5,0.9420289855072470,1,0,0,0.2292737119844470
223,0.2191780821917810,0.04755895206712,0.5555555555555560,0.625,0.7463768115942030,0,0,0,0.2013609220941540
224,0.1678082191780820,0.0430017060459463,0.3333333333333330,0.625,0.717391304347826,0,0,0,0.0862380224968754
225,0.2808219178082190,0.0568931267381803,1.0,0.5,0.9492753623188410,0,0,0,0.4879183446743510
226,0.0,0.0017761574236369,0.4444444444444440,0.5,0.717391304347826,0,0,0,0.107068462713512
227,0.2089041095890410,0.0404309518801561,0.6666666666666670,0.5,0.8913043478260870,1,0,0,0.3542563532842660
228,0.0,0.0026595620369721,0.5555555555555560,0.625,0.7101449275362320,0,0,0,0.0987362866268573
229,0.1678082191780820,0.0337516651475846,0.4444444444444440,0.5,0.6884057971014490,0,0,0,0.1251215109012640
230,0.0753424657534246,0.0087966533454859,0.6666666666666670,0.5,0.9637681159420290,0,0,0,0.2188584918761280
231,0.1780821917808220,0.0348687746850826,0.5555555555555560,0.625,0.6304347826086960,0,0,0,0.1570615192334400
232,0.523972602739726,0.0646801748112832,0.7777777777777780,0.5,0.8913043478260870,1,0,0,0.5111790029162620
233,0.0,0.0017761574236369,0.5555555555555560,0.5,0.7246376811594200,0,0,0,0.0827662824607693
234,0.184931506849315,0.0437028208184346,0.4444444444444440,0.625,0.7536231884057970,0,0,0,0.1295653381474800
235,0.1679793094795430,0.0306200191638037,0.5555555555555560,0.5,0.9420289855072470,0,0,0,0.2521871962227470
236,0.0,0.0017761574236369,0.5555555555555560,0.25,0.717391304347826,0,0,0,0.0758228023885571
237,0.1506849315068490,0.0349295379653649,0.6666666666666670,0.5,0.9565217391304350,0,0,0,0.2091376197750310
238,0.1679793094795430,0.0381079249339783,0.6666666666666670,0.75,0.8768115942028990,1,0,0,0.2216358839050130
239,0.2465753424657530,0.0501530767253266,0.7777777777777780,0.5,0.9782608695652170,0,0,0,0.3931398416886540
240,0.1061643835616440,0.0347799668139007,0.5555555555555560,0.375,0.5289855072463770,0,0,0,0.1084571587279540
241,0.184931506849315,0.0359905583210638,0.7777777777777780,0.5,0.9855072463768120,0,0,0,0.316067212887099
242,0.0650684931506849,0.012059174086798,0.4444444444444440,1.0,0.5289855072463770,0,0,0,0.1049854186918480
243,0.1438356164383560,0.0172941643880436,0.4444444444444440,0.375,0.2028985507246380,0,0,0,0.0612414942369115
244,0.184931506849315,0.0442263198485592,0.5555555555555560,0.625,0.782608695652174,0,0,0,0.1181780308290520
245,0.1679793094795430,0.0354296665030732,0.6666666666666670,0.5,0.8840579710144930,1,0,0,0.2362171920566590
246,0.2020547945205480,0.0425342961976208,0.6666666666666670,0.5,0.8405797101449280,0,0,0,0.2869045965838080
247,0.1643835616438360,0.036654280305686,0.5555555555555560,0.875,0.2753623188405800,0,0,0,0.1417858630745730
